order_id,date,product,category,region,price,units_sold
1248,2025-03-09,Mouse,Accessories,West,27.19,32.0
1249,2025-04-30,Laptop,Electronics,South,1041.71,1.0
1250,2025-06-13,Phone,Electronics,West,,29.0
1251,2025-02-02,Tablet,Electronics,East,293.02,29.0
1252,2025-01-26,Keyboard,Accessories,South,47.87,11.0
1253,2025-05-21,Phone,Electronics,East,659.65,17.0
1254,2025-04-26,Headphones,Accessories,East,127.08,29.0
1255,2025-03-22,Phone,Electronics,East,567.61,11.0
1256,2025-03-25,Speaker,Accessories,North,87.1,16.0
1257,2025-05-04,Keyboard,Accessories,South,44.48,1.0
1258,2025-01-12,Keyboard,Accessories,West,42.42,25.0
1259,2025-06-23,Phone,Electronics,West,596.79,8.0
1260,2025-06-23,Headphones,Accessories,East,126.64,15.0
1261,2025-05-02,Phone,Electronics,West,615.15,24.0
1262,2025-01-17,Tablet,Electronics,,297.73,30.0
1263,2025-04-27,Monitor,Electronics,South,188.02,22.0
1264,2025-03-13,Phone,Electronics,,577.24,13.0
1265,2025-02-01,mouse,Accessories,South,24.46,31.0
1266,2025-06-28,Headphones,Accessories,East,126.72,8.0
1267,2025-03-21,Speaker,Accessories,East,73.64,32.0
1268,2025-06-09,Keyboard,Accessories,West,46.82,10.0
1269,2025-06-07,Phone,Electronics,North,602.13,33.0
1270,2025-06-15,Laptop,Electronics,South,971.56,39.0
1271,2025-04-16,Webcam,Accessories,South,62.32,15.0
1272,2025-05-14,Webcam,Accessories,East,65.42,3.0
1273,2025-04-24,Headphones,Accessories,North,109.25,32.0
1274,2025-04-21,Speaker,Accessories,South,82.0,20.0
1275,2025-01-22,Webcam,Accessories,South,60.64,6.0
1276,2025-01-12,Charger,Accessories,East,18.16,14.0
1277,2025-04-10,Webcam,Accessories,East,59.75,19.0
1278,2025-02-13,Speaker,Accessories,East,78.94,32.0
1279,2025-02-25,phone,Electronics,West,618.39,37.0
1280,2025-04-03,Headphones,Accessories,North,109.96,35.0
1281,2025-04-04,keyboard,Accessories,North,42.82,12.0
1282,2025-01-04,Mouse,Accessories,North,,20.0
1283,2025-06-13,Monitor,Electronics,North,201.73,32.0
1284,2025-06-11,Charger,Accessories,East,19.95,2.0
1285,2025-01-18,Monitor,Electronics,East,191.07,12.0
1286,2025-04-10,Speaker,Accessories,West,75.77,26.0
1287,2025-02-06,Webcam,Accessories,East,58.47,2.0
1288,2025-03-25,mouse,Accessories,West,24.69,14.0
1289,2025-01-28,phone,Electronics,North,618.25,25.0
1290,2025-06-13,Phone,Electronics,West,541.08,1.0
1291,2025-01-14,Webcam,Accessories,South,56.83,3.0
1292,2025-01-20,Charger,Accessories,North,20.68,1.0
1293,2025-05-01,Speaker,Accessories,West,83.31,20.0
1294,2025-05-14,Mouse,Accessories,East,,28.0
1295,2025-01-26,Monitor,Electronics,West,182.28,37.0
1296,2025-06-28,Laptop,Electronics,North,990.44,5.0
1297,2025-02-19,Charger,Accessories,North,19.92,34.0
1298,2025-02-07,Headphones,Accessories,,114.1,23.0
1299,2025-05-04,Monitor,Electronics,South,185.31,16.0
1030,2025-05-09,Phone,Electronics,West,546.18,37.0
1089,2025-03-17,Mouse,Accessories,South,25.23,11.0
1069,2025-02-16,Mouse,Accessories,North,24.21,28.0
1085,2025-01-09,Tablet,Electronics,West,270.65,19.0
1178,2025-06-28,Laptop,Electronics,East,,30.0
